PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Has_Cabin,Title_Encoded,FamilySize,IsAlone,Age_Group_Encoded,Fare_Group_Encoded,Sex_Encoded,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
445,1.0,3,25.0,0,0,8.1125,0,1,1,1,3,2,0,0,0,1,0,0,1
446,1.0,1,4.0,0,2,81.8583,1,4,3,0,1,4,0,0,0,1,1,0,0
447,1.0,2,13.0,0,1,19.5,0,2,2,0,2,3,1,0,0,1,0,1,0
448,1.0,1,34.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0
449,1.0,3,5.0,2,1,19.2583,0,2,4,0,1,3,1,1,0,0,0,0,1
450,1.0,1,52.0,0,0,30.5,1,5,1,1,3,3,0,0,0,1,1,0,0
451,0.0,2,36.0,1,2,27.75,0,1,4,0,3,3,0,0,0,1,0,1,0
452,0.0,3,25.0,1,0,19.9667,0,1,2,0,3,3,0,0,0,1,0,0,1
453,0.0,1,30.0,0,0,27.75,1,1,1,1,3,3,0,1,0,0,1,0,0
454,1.0,1,49.0,1,0,89.1042,1,1,2,0,3,4,0,1,0,0,1,0,0
455,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
456,1.0,3,29.0,0,0,7.8958,0,1,1,1,3,1,0,1,0,0,0,0,1
457,0.0,1,65.0,0,0,26.55,1,1,1,1,4,3,0,0,0,1,1,0,0
458,1.0,1,36.0,1,0,51.8625,1,3,2,0,3,4,1,0,0,1,1,0,0
459,1.0,2,50.0,0,0,10.5,0,2,1,1,3,2,1,0,0,1,0,1,0
460,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1
461,1.0,1,48.0,0,0,26.55,1,1,1,1,3,3,0,0,0,1,1,0,0
462,0.0,3,34.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
463,0.0,1,47.0,0,0,38.5,1,1,1,1,3,4,0,0,0,1,1,0,0
464,0.0,2,48.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0
465,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
466,0.0,3,38.0,0,0,7.05,0,1,1,1,3,1,0,0,0,1,0,0,1
467,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0
468,0.0,1,56.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0
469,0.0,3,25.0,0,0,7.725,0,1,1,1,3,1,0,0,1,0,0,0,1
470,1.0,3,0.75,2,1,19.2583,0,2,4,0,1,3,1,1,0,0,0,0,1
471,0.0,3,25.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1
472,0.0,3,38.0,0,0,8.6625,0,1,1,1,3,2,0,0,0,1,0,0,1
473,1.0,2,33.0,1,2,27.75,0,3,4,0,3,3,1,0,0,1,0,1,0
474,1.0,2,23.0,0,0,13.7917,1,3,1,1,3,2,1,1,0,0,0,1,0
475,0.0,3,22.0,0,0,9.8375,0,2,1,1,3,2,1,0,0,1,0,0,1
476,0.0,1,42.0,0,0,52.0,1,1,1,1,3,4,0,0,0,1,1,0,0
477,0.0,2,34.0,1,0,21.0,0,1,2,0,3,3,0,0,0,1,0,1,0
478,0.0,3,29.0,1,0,7.0458,0,1,2,0,3,1,0,0,0,1,0,0,1
479,0.0,3,22.0,0,0,7.5208,0,1,1,1,3,1,0,0,0,1,0,0,1
480,1.0,3,2.0,0,1,12.2875,0,2,2,0,1,2,1,0,0,1,0,0,1
481,0.0,3,9.0,5,2,46.9,0,4,8,0,1,4,0,0,0,1,0,0,1
482,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0
483,0.0,3,50.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
484,1.0,3,63.0,0,0,9.5875,0,3,1,1,4,2,1,0,0,1,0,0,1
485,1.0,1,25.0,1,0,91.0792,1,1,2,0,3,4,0,1,0,0,1,0,0
486,0.0,3,22.0,3,1,25.4667,0,2,5,0,3,3,1,0,0,1,0,0,1
487,1.0,1,35.0,1,0,90.0,1,3,2,0,3,4,1,0,0,1,1,0,0
488,0.0,1,58.0,0,0,29.7,1,1,1,1,3,3,0,1,0,0,1,0,0
489,0.0,3,30.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
490,1.0,3,9.0,1,1,15.9,0,4,3,0,1,3,0,0,0,1,0,0,1
491,0.0,3,25.0,1,0,19.9667,0,1,2,0,3,3,0,0,0,1,0,0,1
492,0.0,3,21.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1
493,0.0,1,55.0,0,0,30.5,1,1,1,1,3,3,0,0,0,1,1,0,0
494,0.0,1,71.0,0,0,49.5042,0,1,1,1,4,4,0,1,0,0,1,0,0
495,0.0,3,21.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
496,0.0,3,25.0,0,0,14.4583,0,1,1,1,3,3,0,1,0,0,0,0,1
497,1.0,1,54.0,1,0,78.2667,1,2,2,0,3,4,1,1,0,0,1,0,0
498,0.0,3,25.0,0,0,15.1,0,1,1,1,3,3,0,0,0,1,0,0,1
499,0.0,1,25.0,1,2,133.65,1,3,4,0,3,4,1,0,0,1,1,0,0
500,0.0,3,24.0,0,0,7.7958,0,1,1,1,3,1,0,0,0,1,0,0,1
501,0.0,3,17.0,0,0,8.6625,0,1,1,1,2,2,0,0,0,1,0,0,1
502,0.0,3,21.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1
503,0.0,3,22.0,0,0,7.6292,0,2,1,1,3,1,1,0,1,0,0,0,1
504,0.0,3,37.0,0,0,9.5875,0,2,1,1,3,2,1,0,0,1,0,0,1
505,1.0,1,16.0,0,0,86.5,1,2,1,1,2,4,1,0,0,1,1,0,0
506,0.0,1,18.0,1,0,108.9,1,1,2,0,2,4,0,1,0,0,1,0,0
507,1.0,2,33.0,0,2,26.0,0,3,3,0,3,3,1,0,0,1,0,1,0
508,1.0,1,42.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0
509,0.0,3,28.0,0,0,22.525,0,1,1,1,3,3,0,0,0,1,0,0,1
510,1.0,3,26.0,0,0,56.4958,0,1,1,1,3,4,0,0,0,1,0,0,1
511,1.0,3,29.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1
512,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
513,1.0,1,36.0,0,0,26.2875,1,1,1,1,3,3,0,0,0,1,1,0,0
514,1.0,1,54.0,1,0,59.4,0,3,2,0,3,4,1,1,0,0,1,0,0
515,0.0,3,24.0,0,0,7.4958,0,1,1,1,3,1,0,0,0,1,0,0,1
516,0.0,1,47.0,0,0,34.0208,1,1,1,1,3,4,0,0,0,1,1,0,0
517,1.0,2,34.0,0,0,10.5,1,3,1,1,3,2,1,0,0,1,0,1,0
518,0.0,3,25.0,0,0,24.15,0,1,1,1,3,3,0,0,1,0,0,0,1
519,1.0,2,36.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0
520,0.0,3,32.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
521,1.0,1,30.0,0,0,93.5,1,2,1,1,3,4,1,0,0,1,1,0,0
522,0.0,3,22.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
523,0.0,3,25.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1
524,1.0,1,44.0,0,1,57.9792,1,3,2,0,3,4,1,1,0,0,1,0,0
525,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1
526,0.0,3,40.5,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1
527,1.0,2,50.0,0,0,10.5,0,2,1,1,3,2,1,0,0,1,0,1,0
528,0.0,1,42.0,0,0,133.65,1,1,1,1,3,4,0,0,0,1,1,0,0
529,0.0,3,39.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1
530,0.0,2,23.0,2,1,11.5,0,1,4,0,3,2,0,0,0,1,0,1,0
531,1.0,2,2.0,1,1,26.0,0,2,3,0,1,3,1,0,0,1,0,1,0
532,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1
533,0.0,3,17.0,1,1,7.2292,0,1,3,0,2,1,0,1,0,0,0,0,1
534,1.0,3,22.0,0,2,22.3583,0,3,3,0,3,3,1,1,0,0,0,0,1
535,0.0,3,30.0,0,0,8.6625,0,2,1,1,3,2,1,0,0,1,0,0,1
536,1.0,2,7.0,0,2,26.25,0,2,3,0,1,3,1,0,0,1,0,1,0
537,0.0,1,45.0,0,0,26.55,1,5,1,1,3,3,0,0,0,1,1,0,0
538,1.0,1,30.0,0,0,106.425,0,2,1,1,3,4,1,1,0,0,1,0,0
539,0.0,3,25.0,0,0,14.5,0,1,1,1,3,3,0,0,0,1,0,0,1
540,1.0,1,22.0,0,2,49.5,1,2,3,0,3,4,1,1,0,0,1,0,0
541,1.0,1,36.0,0,2,71.0,1,2,3,0,3,4,1,0,0,1,1,0,0
542,0.0,3,9.0,4,2,31.275,0,2,7,0,1,3,1,0,0,1,0,0,1
543,0.0,3,11.0,4,2,31.275,0,2,7,0,1,3,1,0,0,1,0,0,1
544,1.0,2,32.0,1,0,26.0,0,1,2,0,3,3,0,0,0,1,0,1,0
545,0.0,1,50.0,1,0,106.425,1,1,2,0,3,4,0,1,0,0,1,0,0
546,0.0,1,64.0,0,0,26.0,0,1,1,1,4,3,0,0,0,1,1,0,0
547,1.0,2,19.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0
548,1.0,2,29.5,0,0,13.8625,0,1,1,1,3,2,0,1,0,0,0,1,0
549,0.0,3,33.0,1,1,20.525,0,1,3,0,3,3,0,0,0,1,0,0,1
550,1.0,2,8.0,1,1,36.75,0,4,3,0,1,4,0,0,0,1,0,1,0
551,1.0,1,17.0,0,2,110.8833,1,1,3,0,2,4,0,1,0,0,1,0,0
552,0.0,2,27.0,0,0,26.0,0,1,1,1,3,3,0,0,0,1,0,1,0
553,0.0,3,25.0,0,0,7.8292,0,1,1,1,3,1,0,0,1,0,0,0,1
554,1.0,3,22.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1
555,1.0,3,22.0,0,0,7.775,0,2,1,1,3,1,1,0,0,1,0,0,1
556,0.0,1,62.0,0,0,26.55,0,1,1,1,4,3,0,0,0,1,1,0,0
557,1.0,1,48.0,1,0,39.6,1,5,2,0,3,4,1,1,0,0,1,0,0
558,0.0,1,42.0,0,0,133.65,0,1,1,1,3,4,0,1,0,0,1,0,0
559,1.0,1,39.0,1,1,79.65,1,3,3,0,3,4,1,0,0,1,1,0,0
560,1.0,3,36.0,1,0,17.4,0,3,2,0,3,3,1,0,0,1,0,0,1
561,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1
562,0.0,3,40.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
563,0.0,2,28.0,0,0,13.5,0,1,1,1,3,2,0,0,0,1,0,1,0
564,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
565,0.0,3,22.0,0,0,8.05,0,2,1,1,3,2,1,0,0,1,0,0,1
566,0.0,3,24.0,2,0,24.15,0,1,3,0,3,3,0,0,0,1,0,0,1
567,0.0,3,19.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
568,0.0,3,29.0,0,4,21.075,0,3,5,0,3,3,1,0,0,1,0,0,1
569,0.0,3,25.0,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1
570,1.0,3,32.0,0,0,7.8542,0,1,1,1,3,1,0,0,0,1,0,0,1
571,1.0,2,62.0,0,0,10.5,0,1,1,1,4,2,0,0,0,1,0,1,0
572,1.0,1,53.0,2,0,51.4792,1,3,3,0,3,4,1,0,0,1,1,0,0
573,1.0,1,36.0,0,0,26.3875,1,1,1,1,3,3,0,0,0,1,1,0,0
574,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1
575,0.0,3,16.0,0,0,8.05,0,1,1,1,2,2,0,0,0,1,0,0,1
576,0.0,3,19.0,0,0,14.5,0,1,1,1,3,3,0,0,0,1,0,0,1
577,1.0,2,34.0,0,0,13.0,0,2,1,1,3,2,1,0,0,1,0,1,0
578,1.0,1,39.0,1,0,55.9,1,3,2,0,3,4,1,0,0,1,1,0,0
579,0.0,3,22.0,1,0,14.4583,0,3,2,0,3,3,1,1,0,0,0,0,1
580,1.0,3,32.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1
581,1.0,2,25.0,1,1,30.0,0,2,3,0,3,3,1,0,0,1,0,1,0
582,1.0,1,39.0,1,1,110.8833,1,3,3,0,3,4,1,1,0,0,1,0,0
583,0.0,2,54.0,0,0,26.0,0,1,1,1,3,3,0,0,0,1,0,1,0
584,0.0,1,36.0,0,0,40.125,1,1,1,1,3,4,0,1,0,0,1,0,0
585,0.0,3,25.0,0,0,8.7125,0,1,1,1,3,2,0,1,0,0,0,0,1
586,1.0,1,18.0,0,2,79.65,1,2,3,0,2,4,1,0,0,1,1,0,0
587,0.0,2,47.0,0,0,15.0,0,1,1,1,3,3,0,0,0,1,0,1,0
588,1.0,1,60.0,1,1,79.2,1,1,3,0,3,4,0,1,0,0,1,0,0
589,0.0,3,22.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
590,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
591,0.0,3,35.0,0,0,7.125,0,1,1,1,3,1,0,0,0,1,0,0,1
592,1.0,1,52.0,1,0,78.2667,1,3,2,0,3,4,1,1,0,0,1,0,0
593,0.0,3,47.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1
594,0.0,3,22.0,0,2,7.75,0,2,3,0,3,1,1,0,1,0,0,0,1
595,0.0,2,37.0,1,0,26.0,0,1,2,0,3,3,0,0,0,1,0,1,0
596,0.0,3,36.0,1,1,24.15,0,1,3,0,3,3,0,0,0,1,0,0,1
597,1.0,2,28.0,0,0,33.0,0,2,1,1,3,4,1,0,0,1,0,1,0
598,0.0,3,49.0,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,0,1
599,0.0,3,25.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1
600,1.0,1,49.0,1,0,56.9292,1,5,2,0,3,4,0,1,0,0,1,0,0
601,1.0,2,24.0,2,1,27.0,0,3,4,0,3,3,1,0,0,1,0,1,0
602,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
603,0.0,1,42.0,0,0,42.4,0,1,1,1,3,4,0,0,0,1,1,0,0
604,0.0,3,44.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
605,1.0,1,35.0,0,0,26.55,0,1,1,1,3,3,0,1,0,0,1,0,0
606,0.0,3,36.0,1,0,15.55,0,1,2,0,3,3,0,0,0,1,0,0,1
607,0.0,3,30.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
608,1.0,1,27.0,0,0,30.5,0,1,1,1,3,3,0,0,0,1,1,0,0
609,1.0,2,22.0,1,2,41.5792,0,3,4,0,3,4,1,1,0,0,0,1,0
610,1.0,1,40.0,0,0,133.65,1,2,1,1,3,4,1,0,0,1,1,0,0
611,0.0,3,39.0,1,5,31.275,0,3,7,0,3,3,1,0,0,1,0,0,1
612,0.0,3,25.0,0,0,7.05,0,1,1,1,3,1,0,0,0,1,0,0,1
613,1.0,3,22.0,1,0,15.5,0,2,2,0,3,3,1,0,1,0,0,0,1
614,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1
615,0.0,3,35.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1
616,1.0,2,24.0,1,2,65.0,0,2,4,0,3,4,1,0,0,1,0,1,0
617,0.0,3,34.0,1,1,14.4,0,1,3,0,3,2,0,0,0,1,0,0,1
618,0.0,3,26.0,1,0,16.1,0,3,2,0,3,3,1,0,0,1,0,0,1
619,1.0,2,4.0,2,1,39.0,1,2,4,0,1,4,1,0,0,1,0,1,0
620,0.0,2,26.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0
621,0.0,3,27.0,1,0,14.4542,0,1,2,0,3,2,0,1,0,0,0,0,1
622,1.0,1,42.0,1,0,52.5542,1,1,2,0,3,4,0,0,0,1,1,0,0
623,1.0,3,20.0,1,1,15.7417,0,1,3,0,3,3,0,1,0,0,0,0,1
624,0.0,3,21.0,0,0,7.8542,0,1,1,1,3,1,0,0,0,1,0,0,1
625,0.0,3,21.0,0,0,16.1,0,1,1,1,3,3,0,0,0,1,0,0,1
626,0.0,1,61.0,0,0,32.3208,1,1,1,1,4,4,0,0,0,1,1,0,0
627,0.0,2,57.0,0,0,12.35,0,5,1,1,3,2,0,0,1,0,0,1,0
628,1.0,1,21.0,0,0,77.9583,1,2,1,1,3,4,1,0,0,1,1,0,0
629,0.0,3,26.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
630,0.0,3,25.0,0,0,7.7333,0,1,1,1,3,1,0,0,1,0,0,0,1
631,1.0,1,80.0,0,0,30.0,1,1,1,1,4,3,0,0,0,1,1,0,0
632,0.0,3,51.0,0,0,7.0542,0,1,1,1,3,1,0,0,0,1,0,0,1
633,1.0,1,32.0,0,0,30.5,1,5,1,1,3,3,0,1,0,0,1,0,0
634,0.0,1,42.0,0,0,0.0,0,1,1,1,3,1,0,0,0,1,1,0,0
635,0.0,3,9.0,3,2,27.9,0,2,6,0,1,3,1,0,0,1,0,0,1
636,1.0,2,28.0,0,0,13.0,0,2,1,1,3,2,1,0,0,1,0,1,0
637,0.0,3,32.0,0,0,7.925,0,1,1,1,3,2,0,0,0,1,0,0,1
638,0.0,2,31.0,1,1,26.25,0,1,3,0,3,3,0,0,0,1,0,1,0
639,0.0,3,41.0,0,5,39.6875,0,3,6,0,3,4,1,0,0,1,0,0,1
640,0.0,3,25.0,1,0,16.1,0,1,2,0,3,3,0,0,0,1,0,0,1
641,0.0,3,20.0,0,0,7.8542,0,1,1,1,3,1,0,0,0,1,0,0,1
642,1.0,1,24.0,0,0,69.3,1,5,1,1,3,4,1,1,0,0,1,0,0
643,0.0,3,2.0,3,2,27.9,0,2,6,0,1,3,1,0,0,1,0,0,1
644,1.0,3,25.0,0,0,56.4958,0,1,1,1,3,4,0,0,0,1,0,0,1
645,1.0,3,0.75,2,1,19.2583,0,2,4,0,1,3,1,1,0,0,0,0,1
646,1.0,1,48.0,1,0,76.7292,1,1,2,0,3,4,0,1,0,0,1,0,0
647,0.0,3,19.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
648,1.0,1,56.0,0,0,35.5,1,5,1,1,3,4,0,1,0,0,1,0,0
649,0.0,3,25.0,0,0,7.55,0,1,1,1,3,1,0,0,0,1,0,0,1
650,1.0,3,23.0,0,0,7.55,0,2,1,1,3,1,1,0,0,1,0,0,1
651,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
652,1.0,2,18.0,0,1,23.0,0,2,2,0,2,3,1,0,0,1,0,1,0
653,0.0,3,21.0,0,0,8.4333,0,1,1,1,3,2,0,0,0,1,0,0,1
654,1.0,3,22.0,0,0,7.8292,0,2,1,1,3,1,1,0,1,0,0,0,1
655,0.0,3,18.0,0,0,6.75,0,2,1,1,2,1,1,0,1,0,0,0,1
656,0.0,2,24.0,2,0,73.5,0,1,3,0,3,4,0,0,0,1,0,1,0
657,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1
658,0.0,3,32.0,1,1,15.5,0,3,3,0,3,3,1,0,1,0,0,0,1
659,0.0,2,23.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0
660,0.0,1,58.0,0,2,113.275,1,1,3,0,3,4,0,1,0,0,1,0,0
661,1.0,1,50.0,2,0,133.65,0,5,3,0,3,4,0,0,0,1,1,0,0
662,0.0,3,40.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1
663,0.0,1,47.0,0,0,25.5875,1,1,1,1,3,3,0,0,0,1,1,0,0
664,0.0,3,36.0,0,0,7.4958,0,1,1,1,3,1,0,0,0,1,0,0,1
665,1.0,3,20.0,1,0,7.925,0,1,2,0,3,2,0,0,0,1,0,0,1
666,0.0,2,32.0,2,0,73.5,0,1,3,0,3,4,0,0,0,1,0,1,0
667,0.0,2,25.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0
