PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Has_Cabin,Title_Encoded,FamilySize,IsAlone,Age_Group_Encoded,Fare_Group_Encoded,Sex_Encoded,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Woman_or_Child,Sex_Pclass,Age_Fare,Title_Pclass,FamilySize_Pclass,High_Fare,Title_Pclass_Match,FamilyType,Age_Category,Fare_Quartile
175,0.0,1,56.0,0,0,30.6958,1,1,1,1,3,3,0,1,0,0,1,0,0,1,0,1718.9648,1,1,0,1,0,4,2
176,0.0,3,18.0,1,1,7.8542,0,1,3,0,2,1,0,0,0,1,0,0,1,1,0,141.3756,3,9,0,0,1,2,0
177,0.0,3,25.0,3,1,25.4667,0,4,5,0,3,3,0,0,0,1,0,0,1,1,0,636.6675,12,15,0,0,2,3,2
178,0.0,1,50.0,0,0,28.7125,1,2,1,1,3,3,1,1,0,0,1,0,0,0,1,1435.625,2,1,0,1,0,4,2
179,0.0,2,30.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,390.0,2,2,0,1,0,3,1
180,0.0,3,36.0,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,0.0,3,3,0,0,0,4,0
181,0.0,3,22.0,8,2,69.55,0,2,11,0,3,4,1,0,0,1,0,0,1,0,3,1530.1,6,33,1,0,2,3,3
182,0.0,2,29.5,0,0,15.05,0,1,1,1,3,3,0,1,0,0,0,1,0,1,0,443.975,2,2,0,1,0,3,2
183,0.0,3,9.0,4,2,31.3875,0,4,7,0,1,4,0,0,0,1,0,0,1,1,0,282.4875,12,21,1,0,2,1,3
184,1.0,2,1.0,2,1,39.0,1,4,4,0,1,4,0,0,0,1,0,1,0,1,0,39.0,8,8,1,0,1,0,3
185,1.0,3,4.0,0,2,22.025,0,2,3,0,1,3,1,0,0,1,0,0,1,1,3,88.1,6,9,0,0,1,0,2
186,0.0,1,42.0,0,0,50.0,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,2100.0,1,1,1,1,0,4,3
187,1.0,3,22.0,1,0,15.5,0,3,2,0,3,3,1,0,1,0,0,0,1,0,3,341.0,9,6,0,0,1,3,2
188,1.0,1,45.0,0,0,26.55,0,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1194.75,1,1,0,1,0,4,2
189,0.0,3,40.0,1,1,15.5,0,1,3,0,3,3,0,0,1,0,0,0,1,1,0,620.0,3,9,0,0,1,4,2
190,0.0,3,36.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,284.2488,3,3,0,0,0,4,0
191,1.0,2,32.0,0,0,13.0,0,3,1,1,3,2,1,0,0,1,0,1,0,0,2,416.0,6,2,0,0,0,3,1
192,0.0,2,19.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,247.0,2,2,0,1,0,3,1
193,1.0,3,19.0,1,0,7.8542,0,2,2,0,3,1,1,0,0,1,0,0,1,0,3,149.22979999999998,6,6,0,0,1,3,0
194,1.0,2,3.0,1,1,26.0,1,4,3,0,1,3,0,0,0,1,0,1,0,1,0,78.0,8,6,0,0,1,0,2
195,1.0,1,44.0,0,0,27.7208,1,3,1,1,3,3,1,1,0,0,1,0,0,0,1,1219.7152,3,1,0,1,0,4,2
196,1.0,1,58.0,0,0,133.65,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,7751.700000000001,2,1,1,1,0,4,3
197,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.75,3,3,0,0,0,3,0
198,0.0,3,42.0,0,1,8.4042,0,1,2,0,3,2,0,0,0,1,0,0,1,1,0,352.97639999999996,3,6,0,0,1,4,1
199,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
200,0.0,2,24.0,0,0,13.0,0,2,1,1,3,2,1,0,0,1,0,1,0,0,2,312.0,4,2,0,1,0,3,1
201,0.0,3,28.0,0,0,9.5,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,266.0,3,3,0,0,0,3,1
202,0.0,3,25.0,8,2,69.55,0,1,11,0,3,4,0,0,0,1,0,0,1,1,0,1738.75,3,33,1,0,2,3,3
203,0.0,3,34.0,0,0,6.4958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,220.8572,3,3,0,0,0,3,0
204,0.0,3,45.5,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,328.7375,3,3,0,0,0,4,0
205,1.0,3,18.0,0,0,8.05,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,144.9,3,3,0,0,0,2,1
206,0.0,3,2.0,0,1,10.4625,1,2,2,0,1,2,1,0,0,1,0,0,1,1,3,20.925,6,6,0,0,1,0,1
207,0.0,3,32.0,1,0,15.85,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,507.2,3,6,0,0,1,3,2
208,1.0,3,26.0,0,0,18.7875,0,1,1,1,3,3,0,1,0,0,0,0,1,1,0,488.475,3,3,0,0,0,3,2
209,1.0,3,16.0,0,0,7.75,0,2,1,1,2,1,1,0,1,0,0,0,1,1,3,124.0,6,3,0,0,0,2,0
210,1.0,1,40.0,0,0,31.0,1,1,1,1,3,3,0,1,0,0,1,0,0,1,0,1240.0,1,1,0,1,0,4,2
211,0.0,3,24.0,0,0,7.05,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,169.2,3,3,0,0,0,3,0
212,1.0,2,35.0,0,0,21.0,0,2,1,1,3,3,1,0,0,1,0,1,0,0,2,735.0,4,2,0,1,0,3,2
213,0.0,3,22.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,159.5,3,3,0,0,0,3,0
214,0.0,2,30.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,390.0,2,2,0,1,0,3,1
215,0.0,3,25.0,1,0,7.75,0,1,2,0,3,1,0,0,1,0,0,0,1,1,0,193.75,3,6,0,0,1,3,0
216,1.0,1,31.0,1,0,113.275,1,2,2,0,3,4,1,1,0,0,1,0,0,0,1,3511.525,2,2,1,1,1,3,3
217,1.0,3,27.0,0,0,7.925,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,213.975,6,3,0,0,0,3,1
218,0.0,2,42.0,1,0,27.0,0,1,2,0,3,3,0,0,0,1,0,1,0,1,0,1134.0,2,4,0,1,1,4,2
219,1.0,1,32.0,0,0,76.2917,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,2441.3344,2,1,1,1,0,3,3
220,0.0,2,30.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,315.0,2,2,0,1,0,3,1
221,1.0,3,16.0,0,0,8.05,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,128.8,3,3,0,0,0,2,1
222,0.0,2,27.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,351.0,2,2,0,1,0,3,1
223,0.0,3,51.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,410.55,3,3,0,0,0,4,1
224,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,197.395,3,3,0,0,0,3,0
225,1.0,1,38.0,1,0,90.0,1,1,2,0,3,4,0,0,0,1,1,0,0,1,0,3420.0,1,2,1,1,1,4,3
226,0.0,3,22.0,0,0,9.35,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,205.7,3,3,0,0,0,3,1
227,1.0,2,19.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,199.5,2,2,0,1,0,3,1
228,0.0,3,20.5,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,148.625,3,3,0,0,0,3,0
229,0.0,2,18.0,0,0,13.0,0,1,1,1,2,2,0,0,0,1,0,1,0,1,0,234.0,2,2,0,1,0,2,1
230,0.0,3,22.0,3,1,25.4667,0,2,5,0,3,3,1,0,0,1,0,0,1,0,3,560.2674,6,15,0,0,2,3,2
231,1.0,1,35.0,1,0,83.475,1,3,2,0,3,4,1,0,0,1,1,0,0,0,1,2921.625,3,2,1,1,1,3,3
232,0.0,3,29.0,0,0,7.775,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,225.47500000000002,3,3,0,0,0,3,0
233,0.0,2,59.0,0,0,13.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,796.5,2,2,0,1,0,4,1
234,1.0,3,5.0,4,2,31.3875,0,2,7,0,1,4,1,0,0,1,0,0,1,1,3,156.9375,6,21,1,0,2,0,3
235,0.0,2,24.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,252.0,2,2,0,1,0,3,1
236,0.0,3,22.0,0,0,7.55,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,166.1,6,3,0,0,0,3,0
237,0.0,2,44.0,1,0,26.0,0,1,2,0,3,3,0,0,0,1,0,1,0,1,0,1144.0,2,4,0,1,1,4,2
238,1.0,2,8.0,0,2,26.25,0,2,3,0,1,3,1,0,0,1,0,1,0,1,2,210.0,4,6,0,1,1,1,2
239,0.0,2,19.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,199.5,2,2,0,1,0,3,1
240,0.0,2,33.0,0,0,12.275,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,405.075,2,2,0,1,0,3,1
241,0.0,3,22.0,1,0,14.4542,0,2,2,0,3,2,1,1,0,0,0,0,1,0,3,317.9924,6,6,0,0,1,3,1
242,1.0,3,22.0,1,0,15.5,0,2,2,0,3,3,1,0,1,0,0,0,1,0,3,341.0,6,6,0,0,1,3,2
243,0.0,2,29.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,304.5,2,2,0,1,0,3,1
244,0.0,3,22.0,0,0,7.125,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,156.75,3,3,0,0,0,3,0
245,0.0,3,30.0,0,0,7.225,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,216.75,3,3,0,0,0,3,0
246,0.0,1,44.0,2,0,90.0,1,5,3,0,3,4,0,0,1,0,1,0,0,1,0,3960.0,5,3,1,0,1,4,3
247,0.0,3,25.0,0,0,7.775,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,194.375,6,3,0,0,0,3,0
248,1.0,2,24.0,0,2,14.5,0,3,3,0,3,3,1,0,0,1,0,1,0,0,2,348.0,6,6,0,0,1,3,2
249,1.0,1,37.0,1,1,52.5542,1,1,3,0,3,4,0,0,0,1,1,0,0,1,0,1944.5054,1,3,1,1,1,4,3
250,0.0,2,54.0,1,0,26.0,0,5,2,0,3,3,0,0,0,1,0,1,0,1,0,1404.0,10,4,0,0,1,4,2
251,0.0,3,25.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,181.25,3,3,0,0,0,3,0
252,0.0,3,29.0,1,1,10.4625,1,3,3,0,3,2,1,0,0,1,0,0,1,0,3,303.4125,9,9,0,0,1,3,1
253,0.0,1,62.0,0,0,26.55,1,1,1,1,4,3,0,0,0,1,1,0,0,1,0,1646.1000000000001,1,1,0,1,0,5,2
254,0.0,3,30.0,1,0,16.1,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,483.00000000000006,3,6,0,0,1,3,2
255,0.0,3,41.0,0,2,20.2125,0,3,3,0,3,3,1,0,0,1,0,0,1,0,3,828.7125,9,9,0,0,1,4,2
256,1.0,3,29.0,0,2,15.2458,0,3,3,0,3,3,1,1,0,0,0,0,1,0,3,442.1282,9,9,0,0,1,3,2
257,1.0,1,36.0,0,0,79.2,0,3,1,1,3,4,1,1,0,0,1,0,0,0,1,2851.2000000000003,3,1,1,1,0,4,3
258,1.0,1,30.0,0,0,86.5,1,2,1,1,3,4,1,0,0,1,1,0,0,0,1,2595.0,2,1,1,1,0,3,3
259,1.0,1,35.0,0,0,133.65,0,2,1,1,3,4,1,1,0,0,1,0,0,0,1,4677.75,2,1,1,1,0,3,3
260,1.0,2,50.0,0,1,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,1300.0,6,4,0,0,1,4,2
261,0.0,3,25.0,0,0,7.75,0,1,1,1,3,1,0,0,1,0,0,0,1,1,0,193.75,3,3,0,0,0,3,0
262,1.0,3,3.0,4,2,31.3875,0,4,7,0,1,4,0,0,0,1,0,0,1,1,0,94.1625,12,21,1,0,2,0,3
263,0.0,1,52.0,1,1,79.65,1,1,3,0,3,4,0,0,0,1,1,0,0,1,0,4141.8,1,3,1,1,1,4,3
264,0.0,1,40.0,0,0,0.0,1,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0.0,1,1,0,1,0,4,0
265,0.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
266,0.0,2,36.0,0,0,10.5,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,378.0,2,2,0,1,0,4,1
267,0.0,3,16.0,4,1,39.6875,0,1,6,0,2,4,0,0,0,1,0,0,1,1,0,635.0,3,18,1,0,2,2,3
268,1.0,3,25.0,1,0,7.775,0,1,2,0,3,1,0,0,0,1,0,0,1,1,0,194.375,3,6,0,0,1,3,0
269,1.0,1,58.0,0,1,133.65,1,3,2,0,3,4,1,0,0,1,1,0,0,0,1,7751.700000000001,3,2,1,1,1,4,3
270,1.0,1,35.0,0,0,133.65,1,2,1,1,3,4,1,0,0,1,1,0,0,0,1,4677.75,2,1,1,1,0,3,3
271,0.0,1,42.0,0,0,31.0,0,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1302.0,1,1,0,1,0,4,2
272,1.0,3,25.0,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,0.0,3,3,0,0,0,3,0
273,1.0,2,41.0,0,1,19.5,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,799.5,6,4,0,0,1,4,2
274,0.0,1,37.0,0,1,29.7,1,1,2,0,3,3,0,1,0,0,1,0,0,1,0,1098.8999999999999,1,2,0,1,1,4,2
275,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
276,1.0,1,63.0,1,0,77.9583,1,2,2,0,4,4,1,0,0,1,1,0,0,0,1,4911.372899999999,2,2,1,1,1,5,3
277,0.0,3,45.0,0,0,7.75,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,348.75,6,3,0,0,0,4,0
278,0.0,2,29.5,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,1,0,1,0,0.0,2,2,0,1,0,3,0
279,0.0,3,7.0,4,1,29.125,0,4,6,0,1,3,0,0,1,0,0,0,1,1,0,203.875,12,18,0,0,2,1,2
280,1.0,3,35.0,1,1,20.25,0,3,3,0,3,3,1,0,0,1,0,0,1,0,3,708.75,9,9,0,0,1,3,2
281,0.0,3,65.0,0,0,7.75,0,1,1,1,4,1,0,0,1,0,0,0,1,1,0,503.75,3,3,0,0,0,5,0
282,0.0,3,28.0,0,0,7.8542,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,219.9176,3,3,0,0,0,3,0
283,0.0,3,16.0,0,0,9.5,0,1,1,1,2,2,0,0,0,1,0,0,1,1,0,152.0,3,3,0,0,0,2,1
284,1.0,3,19.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,152.95000000000002,3,3,0,0,0,3,1
285,0.0,1,42.0,0,0,26.0,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1092.0,1,1,0,1,0,4,2
286,0.0,3,33.0,0,0,8.6625,0,1,1,1,3,2,0,1,0,0,0,0,1,1,0,285.8625,3,3,0,0,0,3,1
287,1.0,3,30.0,0,0,9.5,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,285.0,3,3,0,0,0,3,1
288,0.0,3,22.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,173.7076,3,3,0,0,0,3,0
289,1.0,2,42.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,546.0,2,2,0,1,0,4,1
290,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
291,1.0,1,26.0,0,0,78.85,0,2,1,1,3,4,1,0,0,1,1,0,0,0,1,2050.1,2,1,1,1,0,3,3
292,1.0,1,19.0,1,0,91.0792,1,3,2,0,3,4,1,1,0,0,1,0,0,0,1,1730.5048,3,2,1,1,1,3,3
293,0.0,2,36.0,0,0,12.875,1,1,1,1,3,2,0,1,0,0,0,1,0,1,0,463.5,2,2,0,1,0,4,1
294,0.0,3,24.0,0,0,8.85,0,2,1,1,3,2,1,0,0,1,0,0,1,0,3,212.39999999999998,6,3,0,0,0,3,1
295,0.0,3,24.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,189.4992,3,3,0,0,0,3,0
296,0.0,1,42.0,0,0,27.7208,0,1,1,1,3,3,0,1,0,0,1,0,0,1,0,1164.2736,1,1,0,1,0,4,2
297,0.0,3,23.5,0,0,7.2292,0,1,1,1,3,1,0,1,0,0,0,0,1,1,0,169.8862,3,3,0,0,0,3,0
298,0.0,1,2.0,1,2,133.65,1,2,4,0,1,4,1,0,0,1,1,0,0,1,1,267.3,2,4,1,1,1,0,3
299,1.0,1,42.0,0,0,30.5,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1281.0,1,1,0,1,0,4,2
300,1.0,1,50.0,0,1,133.65,1,3,2,0,3,4,1,1,0,0,1,0,0,0,1,6682.5,3,2,1,1,1,4,3
301,1.0,3,22.0,0,0,7.75,0,2,1,1,3,1,1,0,1,0,0,0,1,0,3,170.5,6,3,0,0,0,3,0
302,1.0,3,25.0,2,0,23.25,0,1,3,0,3,3,0,0,1,0,0,0,1,1,0,581.25,3,9,0,0,1,3,2
303,0.0,3,19.0,0,0,0.0,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,0.0,3,3,0,0,0,3,0
304,1.0,2,28.0,0,0,12.35,1,2,1,1,3,2,1,0,1,0,0,1,0,0,2,345.8,4,2,0,1,0,3,1
305,0.0,3,25.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,201.25000000000003,3,3,0,0,0,3,1
306,1.0,1,0.92,1,2,133.65,1,4,4,0,1,4,0,0,0,1,1,0,0,1,0,122.95800000000001,4,4,1,0,1,0,3
307,1.0,1,36.0,0,0,110.8833,0,2,1,1,3,4,1,1,0,0,1,0,0,0,1,3991.7988,2,1,1,1,0,4,3
308,1.0,1,17.0,1,0,108.9,1,3,2,0,2,4,1,1,0,0,1,0,0,1,1,1851.3000000000002,3,2,1,1,1,2,3
309,0.0,2,30.0,1,0,24.0,0,1,2,0,3,3,0,1,0,0,0,1,0,1,0,720.0,2,4,0,1,1,3,2
310,1.0,1,30.0,0,0,56.9292,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,1707.876,2,1,1,1,0,3,3
311,1.0,1,24.0,0,0,83.1583,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,1995.7992,2,1,1,1,0,3,3
312,1.0,1,18.0,2,2,133.65,1,2,5,0,2,4,1,1,0,0,1,0,0,0,1,2405.7000000000003,2,5,1,1,2,2,3
313,0.0,2,26.0,1,1,26.0,0,3,3,0,3,3,1,0,0,1,0,1,0,0,2,676.0,6,6,0,0,1,3,2
314,0.0,3,28.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,221.0824,3,3,0,0,0,3,0
315,0.0,2,43.0,1,1,26.25,0,1,3,0,3,3,0,0,0,1,0,1,0,1,0,1128.75,2,6,0,1,1,4,2
316,1.0,3,26.0,0,0,7.8542,0,2,1,1,3,1,1,0,0,1,0,0,1,0,3,204.20919999999998,6,3,0,0,0,3,0
317,1.0,2,24.0,1,0,26.0,0,3,2,0,3,3,1,0,0,1,0,1,0,0,2,624.0,6,4,0,0,1,3,2
318,0.0,2,54.0,0,0,14.0,0,5,1,1,3,2,0,0,0,1,0,1,0,1,0,756.0,10,2,0,0,0,4,1
319,1.0,1,31.0,0,2,133.65,1,2,3,0,3,4,1,0,0,1,1,0,0,0,1,4143.150000000001,2,3,1,1,1,3,3
320,1.0,1,40.0,1,1,133.65,1,3,3,0,3,4,1,1,0,0,1,0,0,0,1,5346.0,3,3,1,1,1,4,3
321,0.0,3,22.0,0,0,7.25,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,159.5,3,3,0,0,0,3,0
322,0.0,3,27.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,213.1866,3,3,0,0,0,3,0
323,1.0,2,30.0,0,0,12.35,0,2,1,1,3,2,1,0,1,0,0,1,0,0,2,370.5,4,2,0,1,0,3,1
324,1.0,2,22.0,1,1,29.0,0,3,3,0,3,3,1,0,0,1,0,1,0,0,2,638.0,6,6,0,0,1,3,2
325,0.0,3,25.0,8,2,69.55,0,1,11,0,3,4,0,0,0,1,0,0,1,1,0,1738.75,3,33,1,0,2,3,3
326,1.0,1,36.0,0,0,133.65,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,4811.400000000001,2,1,1,1,0,4,3
327,0.0,3,61.0,0,0,6.2375,0,1,1,1,4,1,0,0,0,1,0,0,1,1,0,380.4875,3,3,0,0,0,5,0
328,1.0,2,36.0,0,0,13.0,1,3,1,1,3,2,1,0,0,1,0,1,0,0,2,468.0,6,2,0,0,0,4,1
329,1.0,3,31.0,1,1,20.525,0,3,3,0,3,3,1,0,0,1,0,0,1,0,3,636.275,9,9,0,0,1,3,2
330,1.0,1,16.0,0,1,57.9792,1,2,2,0,2,4,1,1,0,0,1,0,0,1,1,927.6672,2,2,1,1,1,2,3
331,1.0,3,22.0,2,0,23.25,0,2,3,0,3,3,1,0,1,0,0,0,1,0,3,511.5,6,9,0,0,1,3,2
332,0.0,1,45.5,0,0,28.5,1,1,1,1,3,3,0,0,0,1,1,0,0,1,0,1296.75,1,1,0,1,0,4,2
333,0.0,1,38.0,0,1,133.65,1,1,2,0,3,4,0,0,0,1,1,0,0,1,0,5078.7,1,2,1,1,1,4,3
334,0.0,3,16.0,2,0,18.0,0,1,3,0,2,3,0,0,0,1,0,0,1,1,0,288.0,3,9,0,0,1,2,2
335,1.0,1,36.0,1,0,133.65,0,3,2,0,3,4,1,0,0,1,1,0,0,0,1,4811.400000000001,3,2,1,1,1,4,3
336,0.0,3,25.0,0,0,7.8958,0,1,1,1,3,1,0,0,0,1,0,0,1,1,0,197.395,3,3,0,0,0,3,0
337,0.0,1,29.0,1,0,66.6,1,1,2,0,3,4,0,0,0,1,1,0,0,1,0,1931.3999999999999,1,2,1,1,1,3,3
338,1.0,1,41.0,0,0,133.65,1,2,1,1,3,4,1,1,0,0,1,0,0,0,1,5479.650000000001,2,1,1,1,0,4,3
339,1.0,3,45.0,0,0,8.05,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,362.25000000000006,3,3,0,0,0,4,1
340,0.0,1,45.0,0,0,35.5,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,1597.5,1,1,1,1,0,4,3
341,1.0,2,2.0,1,1,26.0,1,4,3,0,1,3,0,0,0,1,0,1,0,1,0,52.0,8,6,0,0,1,0,2
342,1.0,1,24.0,3,2,133.65,1,2,6,0,3,4,1,0,0,1,1,0,0,0,1,3207.6000000000004,2,6,1,1,2,3,3
343,0.0,2,28.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,364.0,2,2,0,1,0,3,1
344,0.0,2,25.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,325.0,2,2,0,1,0,3,1
345,0.0,2,36.0,0,0,13.0,0,1,1,1,3,2,0,0,0,1,0,1,0,1,0,468.0,2,2,0,1,0,4,1
346,1.0,2,24.0,0,0,13.0,1,2,1,1,3,2,1,0,0,1,0,1,0,0,2,312.0,4,2,0,1,0,3,1
347,1.0,2,40.0,0,0,13.0,0,2,1,1,3,2,1,0,0,1,0,1,0,0,2,520.0,4,2,0,1,0,4,1
348,1.0,3,22.0,1,0,16.1,0,3,2,0,3,3,1,0,0,1,0,0,1,0,3,354.20000000000005,9,6,0,0,1,3,2
349,1.0,3,3.0,1,1,15.9,0,4,3,0,1,3,0,0,0,1,0,0,1,1,0,47.7,12,9,0,0,1,0,2
350,0.0,3,42.0,0,0,8.6625,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,363.825,3,3,0,0,0,4,1
351,0.0,3,23.0,0,0,9.225,0,1,1,1,3,2,0,0,0,1,0,0,1,1,0,212.17499999999998,3,3,0,0,0,3,1
352,0.0,1,42.0,0,0,35.0,1,1,1,1,3,4,0,0,0,1,1,0,0,1,0,1470.0,1,1,1,1,0,4,3
353,0.0,3,15.0,1,1,7.2292,0,1,3,0,2,1,0,1,0,0,0,0,1,1,0,108.43799999999999,3,9,0,0,1,2,0
354,0.0,3,25.0,1,0,17.8,0,1,2,0,3,3,0,0,0,1,0,0,1,1,0,445.0,3,6,0,0,1,3,2
